,track,artist,album,popularity,time,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acoustincess,instrumentalness,liveness,valence,tempo,time_signature,genre
10,Urban Train [ASOT 009] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 009,2,370000,2001-08-09,3,0.598,0.741,2,-12.576,1,0.0739,8.97e-05,0.756,0.116,0.105,140.92,4,show tune
11,Dance Valley Theme 2001 [ASOT 006] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 006,2,413562,2001-07-19,3,0.612,0.994,0,-9.266,0,0.0758,8.68e-06,0.885,0.138,0.124,135.783,4,show tune
12,Flowtation 2001 [ASOT 005] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 005,15,439562,2001-06-28,4,0.535,0.936,1,-9.872,1,0.0439,0.00023,0.865,0.0961,0.258,140.041,4,show tune
13,Janeiro [ASOT 004] **Tune Of The Week** - Pronti & Kalmani Vocal Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 004,3,354781,2001-06-21,2,0.475,0.769,1,-11.947,1,0.0705,0.000302,0.362,0.34,0.149,134.922,4,show tune
14,Massive [ASOT 003] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 003,2,432402,2001-06-14,5,0.528,0.974,5,-11.619,0,0.127,0.00253,0.76,0.0776,0.0481,138.214,4,show tune
15,As The Rush Comes,Motorcycle,As The Rush Comes,51,212000,2005-01-01,6,0.614,0.817,7,-7.527,1,0.0631,0.058,0.0354,0.446,0.644,135.01,4,show tune
16,Recitation,Various Artists,50 Trance Anthem Classics - Lidstroem Presents,0,455192,2011-09-23,46,0.522,0.942,5,-7.903,0,0.0379,0.00215,0.863,0.0793,0.6,140.007,4,show tune
17,Nothing - 93 Returning Remix,Holden,Nothing - EP,23,482360,2003-01-10,2,0.648,0.955,4,-8.756,0,0.05,0.0344,0.658,0.3,0.173,130.008,4,show tune
18,Dinosaur Adventure 3D,Underworld,A Hundred Days Off,25,476133,2002,8,0.628,0.967,2,-7.202,1,0.0457,0.000359,0.767,0.0515,0.704,134.971,4,show tune
19,Beauty Never Fades (feat. Saffron),Junkie XL,Radio JXL - A Broadcast From The Computerhell Cabin,25,228146,2003-02-06,15,0.548,0.857,6,-6.231,0,0.0311,0.00333,0.463,0.669,0.0929,130.979,4,show tune
20,Tranceformation - Original Mix,Armin van Buuren,"A State Of Trance 600 (Selected by Armin van Buuren, ATB, W&W, Rank 1 & Andrew Rayel)",16,469013,2013-04-19,15,0.542,0.859,10,-10.771,0,0.0748,0.00146,0.941,0.112,0.542,138.0,4,show tune
21,No Return - Original,Solar Factor,No Return,1,444280,2003-03-17,1,0.592,0.64,1,-14.662,1,0.0467,6.49e-06,0.844,0.0882,0.337,137.024,4,show tune
22,Cristalle - Katana's Intro Mix,Various Artists,"A State of Trance 500 (Unmixed Edits) [Selected By Armin van Buuren, Paul Oakenfold, Markus Schulz, Cosmic Gate & Andy Moor]",0,423887,2011-04-22,1,0.772,0.979,8,-8.613,1,0.25,0.0339,0.924,0.0836,0.0331,137.021,4,show tune
23,Alesis - Album Mix,Randy Katana,Katana Classics Edition 2,3,540923,2014-09-18,7,0.654,0.929,8,-5.503,1,0.0452,0.00527,0.898,0.0806,0.169,130.002,4,show tune
24,Third Dimension - Original Mix,Signum,"Best Of Signum, Vol. 1",4,499229,2008-09-22,8,0.589,0.994,10,-6.245,0,0.0559,0.00258,0.893,0.0822,0.341,140.019,4,show tune
25,Heaven's Gate - Original Mix,Jas Van Houten,Loco Love E.P.,3,522906,2004-04-25,3,0.625,0.936,0,-6.461,1,0.0387,0.000714,0.91,0.11,0.3,136.986,4,show tune
26,Diving - Original Vocal Mix,Various Artists,Best Of 4 Strings,0,415013,2010-10-04,3,0.658,0.812,10,-7.931,0,0.0559,0.000274,0.498,0.0848,0.18,140.011,4,show tune
27,Magic Impuls - Original Mix,Various Artists,Bonzai Records - 10th Anniversary Full Length Edition,0,587813,2011-04-12,19,0.65,0.779,10,-9.76,0,0.0493,0.00251,0.931,0.0884,0.46,138.018,4,show tune
28,Freeloader - Original Mix,Various Artists,In Memory Of Rr Recordings,36,412733,2008-03-10,2,0.656,0.85,6,-11.919,0,0.0553,5e-05,0.787,0.0923,0.509,138.028,4,show tune
29,Can You Feel (What I'm Going Thru) [Thrillseekers Remix],Sholan,Can You Feel (What I'm Going Thru),8,442933,2002,6,0.661,0.558,0,-11.949,1,0.0448,0.00352,0.314,0.0556,0.621,137.986,4,show tune
30,Above The Sky - 2002 Remix,Airwave,Above The Sky,0,377426,2015-09-07,3,0.546,0.92,10,-9.779,0,0.055,0.000125,0.803,0.0867,0.559,139.99,4,show tune
31,Southern Sun (DJ Tiësto Mix),Tiësto,In Search Of Sunrise 3 - Panama,1,585426,2002,11,0.633,0.693,7,-12.802,1,0.0401,0.0666,0.531,0.331,0.606,137.036,4,show tune
32,Dreaming Of You - Original Mix,The Thrillseekers,Dreaming of You,0,492973,2002-08-26,2,0.71,0.644,7,-10.769,1,0.0514,0.00662,0.593,0.492,0.508,135.008,4,show tune
33,Sky Falls Away - Original Mix,Various Artists,"50 Trance Tunes, Vol. 23",4,491282,2010-11-05,1,0.537,0.915,1,-6.612,0,0.0365,0.000274,0.392,0.0731,0.41,138.024,4,show tune
34,Space Lover - Original Extended Mix,The Spacelovers,Space Lover,0,387853,2002,1,0.649,0.75,3,-11.315,0,0.0418,0.00292,0.873,0.089,0.503,129.995,4,show tune
35,Moonshine,Various Artists,Disco Alegría 2003,7,221000,2014-11-04,20,0.533,0.964,1,-7.587,0,0.0793,0.0647,0.0316,0.143,0.22,142.013,4,show tune
36,Tranzy State of Mind - Club Mix,Various Artists,Bonzai Records - Retrospective 2001/2002,4,448733,2012-05-08,10,0.643,0.714,9,-13.476,0,0.083,0.00039,0.838,0.0953,0.712,138.04,4,show tune
37,Into the Sun,Weekend Players,Pursuit Of Happiness,17,442293,2002,5,0.651,0.757,7,-9.11,1,0.0394,0.000816,0.428,0.0851,0.897,127.027,4,show tune
38,Drifting Away (feat. Skye) - Lange's Sunset Mix,Lange,Better Late Than Never,0,434261,2008-02-25,15,0.61,0.953,4,-6.646,0,0.0538,0.00339,0.845,0.141,0.0948,135.963,4,show tune
39,Resurrection,Various Artists,Perfecto Presents: The Club,27,447533,2005-01-01,9,0.583,0.977,1,-1.93,0,0.0334,0.0768,0.512,0.157,0.559,131.973,4,show tune
40,Say That You're Here (Riva Remix),Fragma,Embrace,0,252400,2011-04-05,12,0.579,0.833,9,-8.528,0,0.0337,0.000855,0.369,0.112,0.162,136.003,4,show tune
41,The Search - Original Remastered,Trancesetters,The Search,9,580671,2014-03-31,4,0.72,0.904,11,-6.262,0,0.0386,0.0014,0.863,0.381,0.0722,129.035,4,show tune
42,The Energy - Salt Tank's Regeneration Mix,Various Artists,Bedrock Classics Series 3,0,595457,2000,4,0.754,0.727,10,-11.632,0,0.0461,0.00349,0.941,0.0965,0.075,144.985,4,show tune
43,Razorfish - Above & Beyond Progressive Mix,Above & Beyond,Razorfish,11,494173,2001,2,0.577,0.969,7,-7.759,1,0.0648,0.000162,0.876,0.0704,0.601,136.005,4,show tune
44,Simulated,Various Artists,Trance Anthems Top 60,23,189706,2013-06-28,43,0.66,0.934,6,-7.324,1,0.0498,0.00342,0.811,0.0953,0.445,134.939,4,show tune
45,Out Of Darkness - Mix Cut,Tiësto,Tiësto - Live At Innercity,21,288973,2009-07-10,2,0.648,0.93,6,-7.918,0,0.0663,0.0891,0.931,0.416,0.236,139.462,4,show tune
46,The Legacy - Club Mix,Various Artists,A Decade of Trance - 2001 (Part 1),33,536866,2010-03-29,5,0.281,0.749,1,-9.734,1,0.036,0.000682,0.926,0.105,0.612,137.992,4,show tune
47,Turn Out The Lights [ASOT 093] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 093,0,506999,2003-04-17,4,0.591,0.871,11,-10.937,1,0.0657,0.000157,0.721,0.339,0.279,140.204,3,show tune
48,Sanctuary [ASOT 092] **Tune Of The Week** - Ivan Dough Remix,Armin van Buuren ASOT Radio,A State Of Trance Episode 092,0,389390,2003-04-10,5,0.743,0.83,7,-10.509,1,0.0717,0.00166,0.0493,0.116,0.368,134.436,4,show tune
49,Stealing Beauty [ASOT 091] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 091,0,568187,2003-04-03,4,0.681,0.73,7,-10.367,1,0.0879,0.0134,0.00558,0.129,0.691,140.607,4,show tune
50,Soul Deep - Signum Dub,Laura Turner,Soul Deep (Remixes),0,578013,2003,3,0.524,0.832,7,-10.744,1,0.0458,0.000293,0.801,0.113,0.0965,138.007,4,show tune
51,Satisfaction,Benny Benassi,Hypnotica,52,285413,2003,1,0.802,0.725,11,-3.392,1,0.102,0.165,0.0984,0.0782,0.347,129.984,4,show tune
52,Amazon - Radio Edit,Various Artists,A State Of Trance 550,5,245217,2012-03-30,7,0.463,0.847,11,-9.052,0,0.0417,2.97e-05,0.0116,0.373,0.186,138.009,4,show tune
53,"Heal [Mix Cut] - 12"" Instrumental Mix",Armin van Buuren,Universal Religion Chapter One (Mixed by Armin van Buuren),5,388600,2003-11-03,7,0.532,0.902,10,-7.17,0,0.133,0.00105,0.806,0.087,0.248,138.329,4,show tune
54,Frenzy - Original Mix,Haak,Frenzy,1,536148,2004-06-08,1,0.558,0.725,1,-11.866,1,0.0462,0.00116,0.89,0.312,0.385,137.983,4,show tune
55,Journey Of Life - Original Mix,Push,Journey Of Life,1,550252,2003,1,0.609,0.757,11,-13.592,0,0.0417,0.000778,0.871,0.21,0.492,138.007,4,show tune
56,Beautiful Things [ASOT 107] **Tune Of The Week** - Gabriel & Dresden Unplugged Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 107,3,595281,2003-07-24,3,0.658,0.786,4,-8.817,0,0.0546,0.000598,0.033,0.36,0.571,133.239,4,show tune
57,Vagabond [ASOT 108] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 108,0,425781,2003-07-31,5,0.496,0.918,6,-8.314,0,0.0829,0.000274,0.0608,0.371,0.207,141.825,4,show tune
58,Amazon [ASOT 102] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 102,0,448812,2003-06-19,3,0.524,0.921,8,-8.487,1,0.0606,2.56e-05,0.0,0.746,0.271,142.266,4,show tune
59,Anthem 2003 [ASOT 105] - Ricky Fobis Remix,Armin van Buuren ASOT Radio,A State Of Trance Episode 105,0,378156,2003-07-10,3,0.611,0.981,8,-7.483,1,0.128,0.000254,0.206,0.392,0.206,137.626,4,show tune
60,Rise [ASOT 106] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 106,0,293812,2003-07-17,2,0.469,0.988,5,-6.657,1,0.19,0.000194,0.333,0.244,0.0398,139.355,4,show tune
61,Traffic [ASOT 109] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 109,2,335187,2003-08-07,4,0.658,0.807,11,-8.2,1,0.114,0.00128,0.22,0.506,0.443,140.573,4,show tune
62,Prayer For A God [ASOT 111] - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 111,1,210234,2003-08-21,5,0.455,0.953,0,-8.056,1,0.0645,0.000382,0.469,0.501,0.0366,140.589,4,show tune
63,Reverence [ASOT 112] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 112,0,484546,2003-08-28,4,0.429,0.81,3,-6.539,0,0.0574,3.24e-05,0.00656,0.334,0.0387,140.671,4,show tune
64,One More Day [ASOT 113] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 113,1,450656,2003-09-04,5,0.444,0.998,2,-5.432,1,0.0953,0.000677,0.538,0.364,0.378,140.05,4,show tune
65,Sunrising [ASOT 114] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 114,0,530156,2003-09-11,3,0.56,0.94,6,-7.722,0,0.116,0.00418,0.00514,0.337,0.219,138.878,4,show tune
66,Naked Angel [ASOT 115] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 115,0,593249,2003-09-18,5,0.477,0.975,7,-8.766,1,0.277,0.00257,0.00475,0.165,0.0833,137.658,4,show tune
67,Sincere [ASOT 116] **Tune Of The Week** - Pulser Remix,Armin van Buuren ASOT Radio,A State Of Trance Episode 116,0,505187,2003-09-25,4,0.559,0.916,6,-9.62,0,0.0774,0.0258,0.00441,0.34,0.0366,136.577,4,show tune
68,Truly [ASOT 117] **Tune Of The Week** - Signum Intro Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 117,0,465640,2003-10-02,4,0.353,0.985,9,-7.768,1,0.373,0.000792,0.000304,0.331,0.0932,142.552,4,show tune
69,Irawadi [ASOT 120] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 120,1,439312,2003-10-23,4,0.454,0.943,10,-9.971,0,0.0932,0.00265,0.12,0.355,0.306,140.681,4,show tune
70,Point Zero [ASOT 124] **Tune Of The Week** - Matt Darey 2004 Remix,Armin van Buuren ASOT Radio,A State Of Trance Episode 124,2,483156,2003-11-20,2,0.444,0.954,6,-7.826,0,0.137,0.0172,0.0001,0.333,0.101,135.898,4,show tune
71,The Search For Freedom [ASOT 125] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 125,1,513843,2003-11-27,4,0.578,0.824,5,-8.068,0,0.0584,0.00912,0.0163,0.384,0.548,138.629,4,show tune
72,Fearless [ASOT 126] **Tune Of The Week** - Push Remix,Armin van Buuren ASOT Radio,A State Of Trance Episode 126,1,417843,2003-12-04,4,0.573,0.737,7,-16.041,1,0.112,0.00271,0.000103,0.32,0.44,135.943,4,show tune
73,Under The Sun [ASOT 128] **Tune Of The Week** - Solar Stone Remix,Armin van Buuren ASOT Radio,A State Of Trance Episode 128,1,600374,2003-12-18,3,0.5,0.956,8,-10.282,1,0.0537,0.000449,0.0869,0.302,0.506,138.068,4,show tune
74,Sahara [ASOT 131] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 131,0,367703,2004-01-15,3,0.499,0.94,0,-10.365,0,0.108,0.000669,0.0121,0.369,0.262,136.169,4,show tune
75,Fusion [ASOT 135] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 135,1,465124,2004-02-12,3,0.49,0.827,11,-7.521,1,0.0388,0.00807,0.49,0.43,0.317,141.445,4,show tune
76,Sunday Afternoon [ASOT 136] **Tune Of The Week** - Nu-NRG Remix,Armin van Buuren ASOT Radio,A State Of Trance Episode 136,0,437468,2004-02-19,3,0.519,0.944,10,-9.112,0,0.0918,0.000428,0.0742,0.369,0.186,137.184,4,show tune
77,Hallucination [ASOT 140] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 140,1,334929,2004-03-18,2,0.479,0.791,2,-9.922,1,0.0556,8.84e-06,0.000124,0.585,0.107,138.938,4,show tune
78,Offbeat [ASOT 142] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 142,0,330187,2004-04-01,3,0.546,0.954,7,-10.024,1,0.0847,0.00102,0.633,0.157,0.329,139.312,4,show tune
79,New Life [ASOT 144] **Tune Of The Week** - Lange Remix,Armin van Buuren ASOT Radio,A State Of Trance Episode 144,0,423437,2004-04-15,5,0.486,0.787,7,-16.803,1,0.0412,0.000143,0.163,0.102,0.386,139.42,4,show tune
80,The White Room [ASOT 146] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 146,0,491531,2004-04-29,4,0.454,0.915,1,-14.765,1,0.0858,0.000224,0.000667,0.414,0.167,136.44,4,show tune
81,One Way [ASOT 147] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 147,0,397499,2004-05-06,4,0.551,0.952,11,-10.586,0,0.128,0.00202,0.734,0.397,0.184,138.991,4,show tune
82,Adagio For Strings [ASOT 149] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 149,2,548187,2004-05-20,3,0.56,0.897,10,-8.966,0,0.257,0.00171,0.00163,0.437,0.164,139.645,4,show tune
83,Risky Business [ASOT 150] **Tune Of The Week** - Arc In The Sky vs Atlantis Remix,Armin van Buuren ASOT Radio,A State Of Trance Episode 150,0,353265,2004-05-27,3,0.521,0.985,4,-9.418,1,0.172,0.000108,0.00704,0.25,0.0461,135.999,4,show tune
84,TV Dinner [ASOT 153] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 153,0,411179,2004-06-17,3,0.501,0.863,2,-11.687,1,0.163,1.51e-05,0.0154,0.265,0.459,136.01,4,show tune
85,First Strike [ASOT 154] **Tune Of The Week** - Signum’s Signal 2004 Remix,Armin van Buuren ASOT Radio,A State Of Trance Episode 154,0,427687,2004-06-24,5,0.464,0.942,1,-10.623,1,0.07,1.43e-05,0.0876,0.158,0.436,138.206,4,show tune
86,Effervesce [ASOT 155] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 155,0,387300,2004-07-01,2,0.459,0.942,8,-10.983,1,0.0945,1.84e-06,1.55e-06,0.256,0.167,140.197,4,show tune
87,Yimanya [ASOT 156] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 156,1,380437,2004-07-08,3,0.278,0.982,11,-5.298,0,0.106,0.000501,0.0,0.471,0.655,135.54,4,show tune
88,Dark Side Of The Moon [ASOT 157] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 157,1,451312,2004-07-15,5,0.541,0.898,5,-7.556,1,0.167,0.000277,0.0,0.137,0.453,139.896,4,show tune
89,Frenzy [ASOT 158] **Tune Of The Week** - MK-S Remix,Armin van Buuren ASOT Radio,A State Of Trance Episode 158,0,415265,2004-07-22,3,0.547,0.981,6,-2.817,0,0.141,0.000893,0.0,0.268,0.325,140.153,4,show tune
90,Ballerina [ASOT 163] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 163,0,449624,2004-08-26,5,0.401,0.951,7,-10.642,0,0.0565,5.08e-05,0.00272,0.339,0.396,137.586,4,show tune
91,Square One [ASOT 164] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 164,0,402749,2004-09-02,4,0.5,0.861,6,-11.346,1,0.131,0.0422,4.69e-05,0.245,0.368,138.852,4,show tune
92,Second Wave [ASOT 166] **Tune Of The Week** - Signum’s 2004 Remake,Armin van Buuren ASOT Radio,A State Of Trance Episode 166,1,393531,2004-09-16,3,0.518,0.992,4,-7.963,0,0.259,4.17e-06,0.763,0.178,0.11,139.014,4,show tune
93,I Found You [ASOT 167] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 167,1,371343,2004-09-23,4,0.363,0.658,6,-13.058,0,0.0529,1.09e-05,3.55e-05,0.196,0.236,135.22,4,show tune
94,Nothing Matters [ASOT 168] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 168,0,316660,2004-09-30,4,0.463,0.967,2,-8.12,1,0.0496,3.26e-06,0.924,0.671,0.568,136.106,4,show tune
95,Cosmic String [ASOT 172] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 172,0,391648,2004-10-28,5,0.442,0.936,8,-13.305,1,0.12,1.26e-05,0.0147,0.387,0.0771,137.252,4,show tune
96,I Know You're Gone [ASOT 174] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 174,0,354250,2004-11-11,4,0.655,0.838,11,-7.971,0,0.052,0.00701,0.00318,0.135,0.382,136.69,4,show tune
97,Massive Motion [ASOT 176] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 176,0,376468,2004-11-25,3,0.433,0.908,2,-9.474,0,0.0654,4.55e-06,0.151,0.274,0.184,138.919,4,show tune
98,Adrenalin [ASOT 177] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 177,0,287433,2004-12-02,3,0.417,0.846,1,-8.801,0,0.0483,0.00444,0.964,0.122,0.0466,137.105,4,show tune
99,Emotional Void [ASOT 178] **Tune Of The Week** - Original Mix,Armin van Buuren ASOT Radio,A State Of Trance Episode 178,0,335124,2004-12-09,3,0.481,0.921,7,-8.75,0,0.0523,8.66e-05,0.021,0.353,0.357,137.498,4,show tune
100,Corsten's Countdown 620 Intro,Ferry Corsten,Corsten's Countdown 621,4,125400,2019-05-24,1,0.364,0.908,11,-3.922,0,0.321,0.109,0.0,0.166,0.723,134.043,4,show tune
101,Horizon Dawn (CC621),Ferry Corsten,Corsten's Countdown 621,6,346400,2019-05-24,2,0.743,0.812,2,-7.421,0,0.0789,0.211,0.235,0.426,0.307,125.154,4,show tune
102,Awakening (CC621) - Michael Fearon Remix,Ferry Corsten,Corsten's Countdown 621,5,234600,2019-05-24,3,0.572,0.791,0,-7.693,0,0.0918,0.00399,0.00147,0.505,0.194,128.263,4,show tune
103,Amnesia (CC621),Ferry Corsten,Corsten's Countdown 621,5,361800,2019-05-24,4,0.569,0.892,11,-6.833,0,0.0534,0.000817,0.78,0.338,0.0781,135.189,4,show tune
104,Hope (CC621),Ferry Corsten,Corsten's Countdown 621,5,327400,2019-05-24,5,0.616,0.966,5,-6.096,1,0.0565,0.00725,0.000653,0.379,0.311,135.156,4,show tune
105,Mystic Vibes (CC621),Ferry Corsten,Corsten's Countdown 621,4,260600,2019-05-24,6,0.459,0.991,1,-5.048,0,0.235,0.000768,0.885,0.326,0.13,136.13,4,show tune
106,Fallin’ Under (CC621),Ferry Corsten,Corsten's Countdown 621,4,422600,2019-05-24,7,0.509,0.985,0,-6.953,1,0.0851,0.000949,0.84,0.392,0.0376,140.018,4,show tune
107,8K (CC621),Ferry Corsten,Corsten's Countdown 621,4,266000,2019-05-24,8,0.552,0.944,6,-7.148,0,0.068,0.00044,0.271,0.401,0.0423,138.04,4,show tune
108,Gotta Get Away (CC621),Ferry Corsten,Corsten's Countdown 621,4,60200,2019-05-24,9,0.407,0.918,6,-4.032,0,0.414,0.102,0.0,0.447,0.462,137.401,4,show tune
109,Knightvision (CC621),Ferry Corsten,Corsten's Countdown 621,0,22200,2019-05-24,10,0.517,0.978,7,-4.127,1,0.179,0.000244,1.94e-05,0.397,0.21,132.292,5,show tune
110,Surga (CC621),Ferry Corsten,Corsten's Countdown 621,4,460009,2019-05-24,11,0.503,0.933,11,-5.336,0,0.0409,0.000219,0.392,0.34,0.57,135.23,4,show tune
111,Corsten's Countdown 620 Intro,Ferry Corsten,Corsten's Countdown 620,14,118800,2019-05-17,1,0.372,0.945,11,-3.987,0,0.423,0.0964,0.0,0.139,0.49,131.103,5,show tune
112,Odyssey (CC620),Ferry Corsten,Corsten's Countdown 620,19,310000,2019-05-17,2,0.527,0.868,0,-6.6,0,0.277,0.000837,0.0313,0.46,0.347,128.311,4,show tune
113,Ascension (CC620),Ferry Corsten,Corsten's Countdown 620,16,267800,2019-05-17,3,0.678,0.951,11,-5.711,1,0.0718,0.00207,0.0172,0.334,0.196,130.346,4,show tune
114,Gotta Get Away (CC620),Ferry Corsten,Corsten's Countdown 620,16,246198,2019-05-17,4,0.498,0.902,6,-3.754,0,0.0784,0.0152,3e-05,0.576,0.213,132.144,4,show tune
115,Knightvision (CC620),Ferry Corsten,Corsten's Countdown 620,16,384600,2019-05-17,5,0.573,0.972,2,-5.541,1,0.145,0.00588,0.131,0.556,0.125,132.202,4,show tune
116,Submerge (CC620),Ferry Corsten,Corsten's Countdown 620,15,340200,2019-05-17,6,0.449,0.989,1,-6.769,1,0.0573,0.00023,0.623,0.34,0.443,138.111,4,show tune
117,First Impression ((CC620) - Kriess Guyte Remix,Ferry Corsten,Corsten's Countdown 620,14,353200,2019-05-17,7,0.636,0.991,1,-5.622,1,0.108,0.00113,0.837,0.341,0.04,138.109,4,show tune
118,Analog Feel (CC620),Ferry Corsten,Corsten's Countdown 620,14,285200,2019-05-17,8,0.619,0.944,6,-7.554,0,0.059,0.0974,0.477,0.336,0.195,135.166,4,show tune
119,Lunar Lander (CC620),Ferry Corsten,Corsten's Countdown 620,13,86400,2019-05-17,9,0.589,0.951,6,-5.292,0,0.422,0.000629,9.56e-06,0.42,0.615,137.819,4,show tune
120,Catharsis (CC620),Ferry Corsten,Corsten's Countdown 620,13,39000,2019-05-17,10,0.364,0.991,1,-4.666,1,0.0603,9.27e-06,0.0316,0.439,0.788,132.158,4,show tune
121,Surga (CC620),Ferry Corsten,Corsten's Countdown 620,15,472121,2019-05-17,11,0.498,0.923,11,-5.745,0,0.036,0.000156,0.524,0.361,0.568,135.242,4,show tune
